,dataIndex,realTitle,criticsConcensus,tomatoMeter,tomatoCount,audienceScore,audienceCount,realSynopsis,rating,genreString,directedBy,studio,runTime,cast
0,4000,Less Than Zero,"A couple of standout performances -- notably Robert Downey, Jr. and James Spader -- and a killer soundtrack can't quite elevate a somewhat superficial adaptation of Bret Easton Ellis' story of drugged-out LA rich kids.",52%,25,63%,12474,"""""George Carlin was once asked how cocaine made you feel, and he answered: ""It makes you feel like having some more cocaine."" That inescap- able fact is at the bottom of Less than Zero, a movie that knows cocaine in- side out and paints a portrait of drug addiction that is all the more harrowing because it takes place in the Beverly Hills fast lane, in a world of wealth, sex, glamor and helpless self-destruction,"""" Roger Ebert","R (adult situations/language, nudity, violence)",Drama,Marek Kanievska,Twentieth Century Fox Home Entertainment,98 minutes,"Robert Downey Jr., Jami Gertz, James Spader"
1,4002,The Lost Boys,"Flawed but eminently watchable, Joel Schumacher's teen vampire thriller blends horror, humor, and plenty of visual style with standout performances from a cast full of young 1980s stars.",74%,62,85%,274709,"In this hit 80s hybrid of the horror movie and the teen flick, a single mom and her two sons become involved with a pack of vampires when they move into an offbeat Northern California town. Lucy (Dianne Wiest) and her sons, Michael (Jason Patric) and Sam (Corey Haim), move to Santa Carla to live with Lucys lovable but curmudgeonly father (Barnard Hughes). Lucy gets a job from video-store owner Max (Edward Herrmann), then begins dating him, while Sam hangs out with Edward and Alan Frog (Corey Feldman and Jamison Newlander), a pair of vampire-obsessed comic-shop clerks. Soon Michael falls in with some actual vampires after becoming enamored of one of their victims: Star (Jami Gertz), a gypsy-like vixen who is trying to hold on to her humanity even though vampire leader David (Kiefer Sutherland) wants to play Peter Pan to her Wendy. When Michael visits the cavernous hangout of David and his cronies and unwittingly drinks from a wine bottle full of vampiric blood, he becomes an unwilling member of the bloodsucker biker gang. Soon, its up to Sam and the Frog brothers to destroy David and his ilk without killing Michael and Star. Shot on location in the coastal California town of Santa Cruz and directed by Hollywood pro Joel Schumacher, The Lost Boys became a pop-culture phenomenon thanks to its attractive young stars, offbeat soundtrack, and hip, clever marketing campaign. The films tagline -- ""Sleep all day. Party all night. Never grow old. Never die. Its fun to be a vampire."" -- perfectly captured its knowing mixture of attitude and gore. The effects team who transformed Sutherland and company into snarling bloodsuckers would go on to provide equally gruesome effects for Blade, another revisionist vampire flick, more than a decade later. ~ Brian J. Dillard, Rovi","R (adult situations/language, violence)","Action & Adventure, Horror, Mystery & Suspense",Joel Schumacher,Warner Bros. Pictures,97 minutes,"Corey Haim, Jason Patric, Dianne Wiest"
2,4004,Maid to Order,N/A,42%,12,55%,6095,"As the result of a poorly considered wish, a snobbish little rich girl is magically transformed into a penniless nobody in this fantasy-comedy. Forced to seek work, she becomes the maid for an extremely wealthy and downright contemptible couple, learning a valuable lesson in how the other half lives.","PG (adult situations/language, nudity)",Comedy,Amy Holden Jones,Live Home Video,100 minutes,"Ally Sheedy, Beverly D'Angelo, Michael Ontkean"
3,4005,Making Mr. Right,N/A,50%,14,33%,2326,"John Malkovich plays a double role as the android Ulysses and the human physician Jeff Peters in this uneven romantic comedy. Frankie Stone (Ann Magnuson) is a shady publicist who doesnt fall for the romantic robot until the end, when everyone ends up at a low-budget wedding in a sequence of comedy capers.",PG-13 (adult situations/language),Comedy,Susan Seidelman,HBO Video,95 minutes,"John Malkovich, Ann Magnuson, Glenne Headly"
4,4007,Masters of the Universe,"Masters of the Universe is a slapdash adaptation of the He-Man mythos that can't overcome its cynical lack of raison d'etre, no matter how admirably Frank Langella throws himself into the role of Skeletor.",17%,23,40%,48719,"Dolph Lundgren stars in this live-action film version of the popular television cartoon series (based on a collection of Mattel action figures). Lundgren is He-Man, a well-muscled super-hero, battling the evil Skeletor (Frank Langella) for control of the universe. Skeletor has designs on conquering the planet Eternia, a ravaged utopia ruled over by the Sorceress of Greyskull Castle (Christina Pickles). He-Man is summoned to stop Skeletors plans. But when the wily dwarf Gwildor (Billy Barty) utilizes his Cosmic Key, He-Man and Skeletor finds themselves transported to California. There, a waitress named Julie (Courteney Cox) and her boyfriend Kevin (Robert Duncan Mitchell) come across the Cosmic Key and become embroiled in the intergalactic battle between He-Man and Skeletor.","PG (adult situations/language, violence)","Action & Adventure, Science Fiction & Fantasy",Gary Goddard,Cannon Films,109 minutes,"Dolph Lundgren, Frank Langella, Meg Foster"
5,4013,No Man's Land,"Bleak and darkly humorous, No Man's Land vividly illustrates the absurdity of war.",93%,98,93%,12011,"The grim futility of the war between Bosnia and Serbia is reduced to its essence as two enemy soldiers are forced to share a wary trust for one another in this drama. A group of Bosnian soldiers are advancing upon Serbian territory during a misty night when the fog lifts at daybreak, making them plainly visible to their enemy. Serb forces open fire upon them, and soon only Chiki (Brancko Djuric) is still alive, after diving into a trench in no mans land. Two Serbian soldiers scouting the area set up a land mine using the body of a Bosnian soldier as ""bait;"" if moved, the mine will jump into the air and explode. Chiki watches as the soldiers set the trap, and furious at the disrespect to his fallen comrades, he kills one of the Serbs, and takes the other, Nino (Rene Bitorajac), hostage. With both soldiers alone and equally armed, they find themselves at a stalemate, and begin trying to attract help from either side. Eventually, the two men are found by a squadron of French soldiers attached to a U.N. peacekeeping unit; now held by supposedly neutral forces, Chiki and Nino are with the French troops when its discovered that the dead Bosnian soldier isnt dead after all, though no one is sure how to disarm the mine without killing him in the process. No Mans Land was the debut feature from Bosnian writer and director Danis Tanovic.",R (for violence and language),"Art House & International, Drama",Danis Tanovic,United Artists Pictures,98 minutes,"Branko Djuric, Branco Djuric, Rene Bitorajac"
6,4015,Head over Heels,"Head Over Heels is being blasted by critics as a huge mess. The plot and jokes are idiotic, while the toilet humor is gratuitous and more gross than funny.",10%,89,56%,47013,"A female art restorer shares an apartment with four fashion models and spends her time peering out through their rear window. In the building across the way, she sees the man of her dreams murder someone, but she finds an odd attraction towards him.","PG-13 (for sexual content, crude humor and language)","Comedy, Romance",Mark Waters (VIII),Universal Pictures,86 minutes,"Monica Potter, Freddie Prinze Jr., Stanley DeSantis"
7,4016,Left Behind: The Movie,"Poor production values, slow pacing, and an implausible story makes Left Behind a movie only for the faithful.",16%,45,56%,19954,"In the Holy Bible, the Book of Revelations speaks of an event called ""The Rapture,"" in which it is believed God will call those who have been saved to Heaven, while those who have not repented their sins will remain on Earth. Authors Tim LaHaye and Jerry B. Jenkins have written a series of novels based upon the premise of how the Rapture would affect ordinary people in the modern world, and Left Behind is the first feature film to be adapted from their work. Rayford Steele (Brad Johnson) is an airline pilot whose relationship with his wife has gone sour; she responds by devoting more of her time and energy to the church, while he ponders having an affair with an attractive flight attendant, Hattie Durham (Chelsea Noble). In the midst of a flight to London, a number of their passengers mysteriously disappear, and chaos takes hold as a number of vehicles on the ground and in the air are suddenly unmanned. Meanwhile, Buck Williams (Kirk Cameron), a television journalist, is pondering the rash of sudden disappearances as he works on a report about Dr. Chaim Rosenzweig (Colin Fox), an Israeli scientist who has devised a formula that would make any soil on earth easy to cultivate. However, Cameron wonders if theres more to Rosenzweig than he first imagined when he discovers the doctor is in cahoots with two multi-millionaires who plan to broker the invention to promote their own agenda of international domination. Produced by Cloud Ten Productions, a Christian filmmaking concern, Left Behind was released with an unusual marketing strategy -- the film was made available on home video in October 2000, with a theatrical release scheduled to follow in February 2001.",PG-13 (for violence),"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy, Faith & Spirituality",Vic Sarin,Cloud Ten Pictures,100 minutes,"Kirk Cameron, Brad Johnson, Janaya Stephens"
8,4017,Valentine,Valentine is basically a formulaic throwback to conventional pre-Scream slasher flicks. Critics say it doesn't offer enough suspense or scares to justify its addition to the genre.,11%,76,33%,56363,"The novel of the same name by author Tom Savage becomes this horror film starring Marley Shelton as Kate Davies. Kates in a troubled relationship with journalist Adam Carr (David Boreanaz), a problem drinker, but she receives support from her best friends, the same four girls shes known since grade school: Paige Prescott (Denise Richards), Dorothy Wheeler (Jessica Capshaw), Lily Voight (Jessica Cauffel), and Shelly Fisher (Katherine Heigl). When Shelly is murdered and the other girls begin receiving gruesome Valentines Day cards signed ""JM,"" they begin to speculate that the killer could be an awkward schoolmate named Jeremy Melton, whom they once teased mercilessly at a school dance, leading to his beating and humiliation. Dorothy in particular is afraid that a false accusation she made against Jeremy might be causing him to seek bloody retribution, but the macho detective (Fulvio Cecere) assigned to investigate Shellys murder has some other suspects in mind. As the body count is racked up and Dorothys lavish Valentines Day party approaches, Kate begins to suspect that the true identity of Jeremy, who likely underwent plastic surgery to alter his appearance, could hit very close to home. Valentine is the second slasher flick from Urban Legend (1998) director Jamie Blanks.","R (for strong horror violence, some sexuality and language)","Horror, Mystery & Suspense",Jamie Blanks,Warner Bros. Pictures,96 minutes,"Denise Richards, David Boreanaz, Marley Shelton"
9,4023,Saving Silverman,"Dragged down by a plot lacking any sense of logic and obnoxious, unsympathetic characters, this comedy is more crude and mean-spirited than funny.",18%,100,51%,61923,"Darren Silverman, Wayne Le Fessier and J.D. McNugent have been best friends since the fifth grade. From grade school (when they were all picked on), to high school (when Wayne played on the football squad, J.D. was the teams mascot and Darren was its star cheerleader), to today (rocking side by side in ""Diamonds in the Rough"", their Neil Diamond cover band), these guys have always stuck together. Now, enter Judith, a great-looking but cold-hearted and manipulative psychiatrist who digs her claws into sweet-natured Darren, snatches him from the friendship and even breaks up the band. First, J.D. and Wayne attempt to distract Darren by reuniting him with his high school love, Sandy, who in only a short time plans to take her religious vows and become a nun. But the stranglehold Judith has on Darren is too strong. In a desperate and hilarious last-ditch attempt to save their friend from Judiths grip - and after receiving some ill-advised help from their take-no-prisoners high school football coach - Wayne and J.D. kidnap Judith and fake her death, leaving Darren free to fall for Sandy. Judith, however, doesnt stay down for long. Demonstrating cunning and kick-ass karate moves that leave her captors in the dust, Judith escapes and pulls Darren back under her control. But just before the contentious couple takes their wedding vows, a hero arrives in an unexpected form - Neil Diamond, who is recruited by J.D. and Wayne to help save the day.","PG-13 (for crude and sexual humor, language, and thematic material)",Comedy,Dennis Dugan,Columbia Pictures,95 minutes,"Jason Biggs, Steve Zahn, Jack Black"
10,4026,Vatel,"Visually sumptuous, but unengaging.",31%,32,61%,4400,"In 1671, Francois Vatel, a master chef, entertainer and steward, is hired by the Prince de Conde to prepare an important feast for the upcoming arrival of King Louis XIV. However, it will take nothing short of a miracle to prepare a fete fitting for royalty while Condes provinces rest on the verge of financial ruin. Vatel, however, is a culinary genius possessing a heightened sense of resourcefulness with which to resolve each new crisis that threatens to damper the festivities. He is caught off guard by only one unforseen factor -- the ravishing beauty of royal newcomer, the regal Anne de Montausier. Not only has she caught the kings eye but also those of Vatel and the kings nasty aide the Marquis de Lauzon. To the monarch and the marquis she is but a sexual conquest, but Vatel and Anne recognize the decency and honesty in each other, qualities in short supply in the rarefied world in which they exist.",PG-13 (for sexual content and some violence),"Art House & International, Drama",Roland Joffé,Miramax,103 minutes,"Gérard Depardieu, Uma Thurman, Tim Roth"
11,4028,Recess: School's Out,"Though basically a TV cartoon stretched out to movie-length, Recess has enough successful jokes and smart writing to make it a worthwhile view.",60%,70,56%,9233,"The characters from the popular Saturday morning TV cartoon series move out of the schoolyard and onto the big screen in this animated feature. New kid Gus (voice of Courtland Mead), nice guy TJ (voice of Andrew Lawrence), tough girl Spinelli (voice of Pamela Segall), cool kid Vince (voice of Rickey DShon Collins), overly enthusiastic Mikey (voice of Jason Davis), and brainy Gretchen (voice of Ashley Johnson) are grade school best friends who are psyched about the end of the school year and the arrival of summer vacation. But Principal Prickly (voice of Dabney Coleman) is less than enthusiastic about letting the kids goof off all summer, and evil school administrator Dr. Benedict has come up with a plan to do away with summer vacation by using a super-powered laser to create permanent winter. Teen-pop singer Myra contributes a new version of ""Dancing in the Street"" to the soundtrack, and Katey Sagal also contributes to the voice cast.",G,"Animation, Comedy, Kids & Family, Special Interest",Chuck Sheetz,Buena Vista Pictures,82 minutes,"Andrew Lawrence, James Woods, Dabney Coleman"
12,4030,Company Man,A flat and misconceived movie with big stars.,14%,63,45%,1442,"A bumbling high school grammar teacher in the 1960s is recruited by the CIA to help them in a plot to overthrow Cubas Fidel Castro, inadvertently leading to the events of the Bay of Pigs.",PG-13 (for sexual humor and drug content),"Comedy, Drama","Peter Askin, Douglas McGrath",Paramount Classics,81 minutes,"Sigourney Weaver, Douglas McGrath, John Turturro"
13,4031,The Price of Milk,"Awash in random whimsy, The Price of Milk feels more forced and muddled than charming.",49%,47,73%,2459,"New Zealand filmmaker Harry Sinclair turns to a more rural setting with this modern fairy tale centering on two lovers, Lucinda ($Danielle Cormack) and Rob (Karl Urban), who live on a dairy farm in a quaint small town. On a standard errand one day, Lucinda accidentally hits an older woman on the road. The woman miraculously gets up unharmed and disappears, but soon afterward, Lucinda starts incorporating her fears into her current romantic relationship. In an effort to restore their romantic lives to a more exciting plane, Lucinda begins creating small conflicts on the advice of friend Drosophila (Willa ONeill), hoping for instant results. One night, however, Rob and Lucinda are robbed by a Maori group, later revealed to be the nephews of the woman stricken in the car accident. The group steals a quilt, which Lucinda barters 117 of Robs farm cows to get back. Meanwhile, Drosophila has attempted to steal Rob for herself, and Lucindas plans turn out to work against her. Director Sinclair reportedly developed the story as an outline, with many elements devised as the film progressed during shooting.",PG-13 (for drug use and sensuality/nudity),"Art House & International, Comedy, Drama, Romance",Harry Sinclair,Lot 47 Films,87 minutes,"Danielle Cormack, Karl Urban, Willa O'Neill"
14,4032,Monkeybone,"Though original and full of bizarre visuals, Monkeybone is too shapeless a movie, with unengaging characters and random situations that fail to build up laughs.",19%,113,27%,47261,"This feverishly energetic comedy combines stop-motion animation and live action from director Henry Selick, creator of The Nightmare Before Christmas (1993) and James and the Giant Peach (1996). Brendan Fraser stars as Stu Miley, a cartoonist who created a randy monkey character called Monkeybone that has taken off in popularity, making him a celebrity. Stus set to launch a TV series based on Monkeybone and marry his beautiful fiancée Julie (Bridget Fonda) when hes injured in a freak accident that puts him in a coma. He travels to Dark Town, a holding area for the comatose who wait to either regain consciousness or move on to the afterlife with the help of Death (Whoopi Goldberg). Dark Town is also a realm where fictional characters reside and before long Stu has met the vulgar Monkeybone, who travels back to the land of the living to inhabit Stus body. Aided by Kitty (Rose McGowan), Stu must find a way to reclaim his body and put Monkeybone back in his place before the raunchy primate ruins his charmed life. Monkeybone is based on the cartoon graphic novel Dark Town by Kaja Blackley. ~ Karl Williams, Rovi",PG-13 (for crude humor and some nudity),"Animation, Comedy, Science Fiction & Fantasy",Henry Selick,20th Century Fox,92 minutes,"Brendan Fraser, Bridget Fonda, Chris Kattan"
15,4033,3000 Miles to Graceland,"While the premise sounds promising, the movie turns out to be a tedious and unnecessarily violent heist movie that's low on laughs and leaves no cliche unturned.",14%,96,46%,73112,"After squaring off in 1995 with competing movie biographies of frontier lawman Wyatt Earp, actors Kurt Russell and Kevin Costner co-star in this action crime caper as former cronies engaged in a series of double-crosses over some stolen loot. Michael Zane (Russell) and Thomas Murphy (Costner) are the leaders of a gang of ex-convict thieves using an Elvis Presley impersonator convention to pull off a daring heist in a Las Vegas casino. The gang also includes Gus (David Arquette), Hanson (Bokeem Woodbine), and Franklin (Christian Slater). Although they manage to retrieve the money, the crooks turn on each other in bloody fashion and Murphy (who believes hes actually the illegitimate son of Elvis) makes off with the illegal funds. In hot pursuit are the police and Michael, whos encumbered by his girlfriend Cybil (Courtney Cox-Arquette) and her young son Jesse James. Written and directed by music video creator Demian Lichtenstein, 3000 Miles to Graceland also stars Kevin Pollak, Ice-T, and Howie Long.","R (for strong violence, sexuality and language)","Action & Adventure, Drama, Mystery & Suspense","Demian Lichtenstein, Demien Lichtenstein",Warner Bros.,126 minutes,"Kurt Russell, Kevin Costner, Christian Slater"
16,4036,See Spot Run,"See Spot Run has all the elements chidren enjoy in a movie: a lovable dog, bad things happening to stupid adults, and lots of dog poop. For adults, it's either hit-or-miss.",23%,77,44%,36819,"A police dog finds himself pitted in a battle of wits against an accident-prone mailman and a gang of crooks (and it looks like the dog has the edge in the brains department) in this broad comedy. Agent 11 (Bob) is a bulldog trained by the FBI agent Murdoch (Michael Clarke Duncan) to sniff out drugs, and the dogs keen nose ferrets out the storage facility of Mafia kingpin Sonny (Paul Sorvino); Agent 11 has also been taught to show no mercy with criminals, and he gives Sonny a serious bite in a rather personal place. Needless to say, Sonny is not amused, and wants revenge against the pooch, so Agent 11 is put into the animal equivalent of the witness protection program. However, unlikely circumstances set the dog loose, where he soon pairs up with Gordon (David Arquette), a stunningly inept letter carrier with a long history of fending off ill-tempered pets. Gordon is attempting to impress Stephanie (Leslie Bibb), an attractive single mother, by helping to look after her son James (Angus T. Jones), and when he comes across Agent 11, he adopts the dog and names him Spot, feeling certain he can smooth out the critters often cranky relationship with people. But Gordon doesnt know that Sonny and his henchmen are hot on Agent 11s trail and that his new best friend will lead a gang of ruthless gangsters into Stephanie and James home. See Spot Run was originally announced as a vehicle for comedy star Martin Lawrence, but when changes in Lawrences schedule prevented him from taking on the project, it was retooled for the talents of David Arquette.","PG (for crude humor, language and comic violence)","Comedy, Kids & Family",John Whitesell,Warner Bros.,94 minutes,"David Arquette, Michael Clarke Duncan, Leslie Bibb"
