,dataIndex,realTitle,criticsConcensus,tomatoMeter,tomatoCount,audienceScore,audienceCount,realSynopsis,rating,genreString,directedBy,studio,runTime,cast
0,16024,Drum,N/A,86%,7,73%,710,"Set in the 1950s, two journalists help spark the movement against apartheid and explore the colorful jazz rhythms of 1950s Johannesburg.",R,"Art House & International, Drama",Zola Maseko,Armada Pictures International,100 minutes,"Taye Diggs, Gabriel Mann, Tumisho K. Masha"
1,16031,Paranormal Activity 2,"Paranormal Activity 2 doesn't cover any new ground, but its premise is still scary -- and in some respects, it's a better film than the original.",59%,135,48%,102953,The terror continues as a young couple copes with a potentially evil spirit in their suburban home.,R (for some language and brief violent material),"Horror, Mystery & Suspense",Tod Williams,Paramount Pictures,91 minutes,"Katie Featherston, Micah Sloat, Brian Boland"
2,16038,Counsellor at Law,N/A,100%,10,80%,228,"Adapted from the play by Elmer Rice, this film is the story of a successful Jewish lawyer George Simon. Simons wife and children look down upon him because of his humble upbringings, while his mother reprimands him for turning his back on his heritage.",NR,"Classics, Drama",William Wyler,UN,78 minutes,"John Barrymore, Doris Kenyon, Bebe Daniels"
3,16039,American Experience,An emotionally wrenching portrayal of a family reunion that doesn't turn out as expected.,79%,76,60%,217,"As the United States began to withdraw from Vietnam, many Vietnamese women whod borne children fathered by American servicemen feared for the safety of their offspring, as many Vietcong were extremely prejudiced against people of mixed racial heritage. In 1975, an organization called Operation Babylift was created to help mothers in Vietnam find adoptive parents for their children the United States, and Mai Thi Hiep, one such child, found herself relocated to Tennessee at the age of seven. Mai Thi Hiep was given the new name Heidi Bub, and encouraged by her new mother to turn her back on the life and culture she had left behind. Bub easily assimilated into American life, but by the time she had entered college, she had a severe falling out with her adopted mother and decided to renew contact with Mai Thi Kim, the mother she had left behind. Bub had hoped to find the love and acceptance that her adopted mother was unable to give her, but after traveling to Danang to visit Kim and her family,Bub discovered this would be neither simple or easy to arrange -- Bub soon discovered just how different she and her mother had grown to be, Kims husband bluntly (though without malice) points out that Heidi was the product of his wifes infidelity while he was fighting in the war, and one of Bubs half-siblings asks what their relatively prosperous American relative intends to do to support the family financially. A provocative look at the unexpected consequences of both war and family, Daughter From Danang is a documentary that follows Heidi Bubs journey to Vietnam, and what she found there. Daughter From Danang was awarded the Jury Prize for Best Documentary Feature at the 2002 Sundance Film Festival.",R (for pervasive language including sexual lyrics.),"Documentary, Musical & Performing Arts, Special Interest","Gail Dolgin, Vicente Franco",Paramount Classics,80 minutes,"Heidi Bub, Mai Thi Kim, Tran Tuong Nhu"
4,16045,The Last American Hero,N/A,80%,5,49%,241,"Lamont Johnsons subtle direction graces this true-life success story about racecar driver Junior Jackson (Jeff Bridges), based on stock-car champion Junior Johnson. As a child in North Carolina, Jackson stays one step ahead of reform school until his father (Art Lund) is thrown in prison for moonshining. Seeing the error of his ways, Jackson begins to concentrate his driving skills, hoping to become a professional stock car racer to raise money to get his father released from jail. Jackson rises from the ranks into the highest rung of professional stock car racing, but Jackson finds his independent nature is compromised by the corporate realities of the professional sports world. The real Junior Johnson served as technical advisor on the film. ~ Paul Brenner, Rovi",PG,"Action & Adventure, Classics, Drama, Sports & Fitness",Lamont Johnson,20th Century Fox,95 minutes,"Jeff Bridges, Valerie Perrine, Geraldine Fitzgerald"
5,16048,Hereafter,"Despite a thought-provoking premise and Clint Eastwood's typical flair as director, Hereafter fails to generate much compelling drama, straddling the line between poignant sentimentality and hokey tedium.",47%,233,38%,67222,"""Hereafter"" tells the story of three people who are touched by death in different ways. George is a blue-collar American who has a special connection to the afterlife. On the other side of the world, Marie, a French journalist, has a near-death experience that shakes her reality. And when Marcus, a London schoolboy, loses the person closest to him, he desperately needs answers. Each on a path in search of the truth, their lives will intersect, forever changed by what they believe might -- or must -- exist in the hereafter.","PG-13 (for mature thematic elements including disturbing disaster and accident images, and for brief strong language)","Drama, Mystery & Suspense",Clint Eastwood,Warner Bros. Pictures,126 minutes,"Matt Damon, Bryce Dallas Howard, Jay Mohr"
6,16049,Black Death,"Black Death delivers the fire and brimstone violence its subject matter warrants, while posing some interesting questions of faith and religion.",71%,66,49%,19686,"The year is 1348. Europe has fallen under the shadow of the Black Death. As the plague decimates all in its path, fear and superstition are rife. In this apocalyptic environment, the church is losing its grip on the people. There are rumors of a village, hidden in marshland that the plague cannot reach. There is even talk of a necromancer who leads the village and is able to bring the dead back to life. Ulric (Sean Bean), a fearsome knight, is charged by the church to investigate these rumors. He enlists the guidance of a novice monk, Osmund (Eddie Redmayne) to lead him and his band of mercenary soldiers to the marshland, but Osmund has other motives for leaving his monastery. Their journey to the village and events that unfold take them into the heart of darkness and to horrors that will put Osmunds faith in himself and his love for God to the ultimate test. -- (C) Magnolia Releasing",R,"Art House & International, Drama, Horror, Mystery & Suspense",Christopher Smith (VIII),Magnet Releasing,101 minutes,"Sean Bean, Eddie Redmayne, John Lynch"
7,16054,Due Date,"Shamelessly derivative and only sporadically funny, Due Date doesn't live up to the possibilities suggested by its talented director and marvelously mismatched stars.",40%,191,52%,125394,"Director Todd Phillips re-teams with his break-out Hangover star Zach Galifianakis for this road movie concerning a soon-to-be father (played by Robert Downey Jr.) and his cross-country trip to make it back in time for his babys birth -- with the only roadblock being the dubious passenger (Galifianakis) whos along for the ride. Michelle Monaghan and Jamie Foxx co-star in the Warner Bros./Legendary Pictures production. ~ Jeremy Wheeler, Rovi","R (for language, drug use and sexual content)",Comedy,Todd Phillips,Warner Bros. Pictures,100 minutes,"Robert Downey Jr., Zach Galifianakis, Michelle Monaghan"
8,16057,127 Hours,"As gut-wrenching as it is inspirational, 127 Hours unites one of Danny Boyle's most beautifully exuberant directorial efforts with a terrific performance from James Franco.",93%,233,85%,95786,"""127 Hours"" is the true story of mountain climber Aron Ralstons remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolate canyon in Utah. Over the next five days, Ralston examines his life and survives the elements to finally discover he has the courage and the wherewithal to extricate himself by any means necessary, scale a 65 foot wall and hike over eight miles before he is finally rescued. Throughout his journey, Ralston recalls friends, lovers, family, and the last two people he ever had the chance to meet? A visceral thrilling story that will take an audience on a never before experienced journey and prove what we can do when we choose life.",R (for language and some disturbing violent content/bloody images),Drama,Danny Boyle,Fox Searchlight,94 minutes,"James Franco, Amber Tamblyn, Kate Mara"
9,16058,Megamind,"It regurgitates plot points from earlier animated efforts, and isn't quite as funny as it should be, but a top-shelf voice cast and strong visuals help make Megamind a pleasant, if unspectacular, diversion.",72%,178,72%,208499,"Notorious Metro City villian Megamind (voice of Will Ferrell) becomes an unlikely savior to the troubled metropolis after defeating beloved do-gooder Metro Man (voice of Brad Pitt) and creating a new opponent who refuses to play by the rules. Megamind was only an infant when his parents loaded him into an emergency escape pod and jettisoned him into space just as their planet was being sucked into a black hole. His destination: planet Earth. Meanwhile, another slightly more wholesome baby sets out on the same trajectory. But while the latter will ultimately land in the home of a wealthy couple and grow up to become Metro Man, hero of Metro City, poor Megamind finds his fate taking the opposite course when his pod crashes in a prison yard, leaving him to be raised by convicts. Later, in grade school, the kids all flock to Metro Man, leaving a frustrated Megamind to embrace a life of diabolical misdeeds. As the years go by, Metro Man and Megamind develop an intense adversarial relationship that pits them in battle over Metro City time and again. Undeterred by his unbroken losing streak, Megamind hatches an ingenious scheme to finally destroy Metro Man by kidnapping pretty reporter Roxanne Ritchi (voice of Tina Fey), and luring the predictable hero into a deadly trap. Then something unexpected happens -- Megaminds plan actually works. Now, with Metro Man out of the picture, Megamind and his Minion (voice of David Cross) stake their claim on Metro City. But what good is ultimate power when you dont even have to fight for it? Realizing that life is simply out of balance without Metro Man to be the hero, Megamind creates a new foe who will be just as righteous and powerful as his fallen adversary. Unfortunately, Megaminds schemes usually have a way of backfiring, and when Metro Citys newest savior proves even more evil than Megamind, the blue-hued antihero prepares to fight back with everything hes got. ~ Jason Buchanan, Rovi",PG (for action and some language),"Action & Adventure, Animation, Comedy, Kids & Family",Tom McGrath,Paramount Studios/DWA,96 minutes,"Will Ferrell, Brad Pitt, Tina Fey"
10,16061,The Witch Who Came from the Sea,N/A,78%,9,35%,1279,"Two interesting figures in offbeat cinema -- director Matt Cimber (who was married to Jayne Mansfield and directed her final film before going on to a handful of expressive blaxploitation efforts) and screenwriter Robert Thom (who wrote Wild in the Streets and Bloody Mama) -- teamed up for this unusual portrait of one womans descent into madness. Molly (Millie Perkins) is a woman who is haunted by vivid memories of abuse and molestation at the hands of her father, who was a ships captain; now middle-aged, Molly is obsessed by the ocean and images associated with pirates and sailing lore, which fill her with both fascination and loathing. Molly dotes on her young nephews (Jean Pierre Camps and Mark Livingston) and often spins tall tales for them in which her father is a noble hero, but her sister, Cathy (Vanessa Brown), is not comfortable with her presence, and soon the boys are old enough to spend their time elsewhere. Single and lonely, Molly longs for a man, and is openly attracted to strong, burly types, but at the same time she bears a deep hatred for them, and sometimes murders and dismembers the men she lures into her home. However, given Mollys penchant for fantasy, how much of her story is real, and how much is the product of her twisted imagination? Shot in 1971 but not released until 1976, The Witch Who Came From the Sea was one of the first feature films for cinematographer Dean Cundey, who later went on to work with Steven Spielberg and Ron Howard.",R,"Drama, Horror",Matt Cimber,Saiko,83 minutes,"Rick Jason, Lonny Chapman, Millie Perkins"
11,16062,Quality Street,N/A,67%,6,31%,113,"Previously filmed with Marion Davies in 1927, the lightweight James M. Barrie play Quality Street proved an ideal vehicle for Katharine Hepburn ten years later. The setting of the Barrie original was switched from 1805 Scotland to 1815 Regency England, to avoid a preponderance of brogues and to take advantage of the latter eras more attractive costumes. (Candid home movies taken on the set indicate that this sumptuous production might have been even more resplendent in Technicolor.) Because shes nearly 30 and still unwed, Phoebe Throssel (Hepburn) is regarded as an over-the-hill spinster. Thus, when offered the opportunity for a reunion with Captain Brown (Franchot Tone), whom she hasnt seen in years, Phoebe desperately wants to rekindle his affections. To this end, she poses as her own teenaged niece -- and pulls off the ruse beautifully. Alas, despite Katharine Hepburns wonderful performance and George Stevens sensitive direction, Quality Street posted a loss of 248,000 dollars, further convincing movie exhibitors that Hepburn was ""box office poison."" Notably, one of the supporting players is an 18-year-old Joan Fontaine, making her first appearance under her RKO Radio contract.",NR,"Comedy, Drama, Romance",George Stevens,Warner Bros.,85 minutes,"Katharine Hepburn, Franchot Tone, Eric Blore"
