,dataIndex,realTitle,criticsConcensus,tomatoMeter,tomatoCount,audienceScore,audienceCount,realSynopsis,rating,genreString,directedBy,studio,runTime,cast
0,39008,The Ones Below,"Creepy and well-crafted overall, The Ones Below marks an auspicious feature-length debut for writer-director David Farr.",75%,48,47%,4226,"THE ONES BELOW is the debut feature from writer-director David Farr (screenwriter of HANNA and AMCs THE NIGHT MANAGER), starring the ensemble cast of Clémence Poésy (BIRDSONG, THE TUNNEL, HARRY POTTER), David Morrissey (THE WALKING DEAD, RED RIDING, WELCOME TO THE PUNCH) Stephen Campbell Moore (COMPLICIT, HISTORY BOYS, ASHES TO ASHES), and Laura Birn (THE PURGE, PEARLS AND PIGS, HEART OF A LION). Blending an element of urban dread with an edgy sense of paranoia, THE ONES BELOW follows Kate (Poésy) and Justin (Moore), a young couple in a tiny London suburb eagerly awaiting the birth of their first child. But when the enigmatic Teresa (Bim) and Jon (Morrissey) move into the apartment downstairs, the parents-to-be soon become involved in a psychological battle of wills with the new tenants.",R (for thematic elements and some language),"Art House & International, Mystery & Suspense",David Farr,BBC Films,86 minutes,"David Morrissey, Stephen Campbell Moore, Laura Birn"
1,39015,Gooby,N/A,20%,5,21%,11211,"Willy (Matthew Knight) has a unique concern regarding his familys new house: he firmly believes its inhabited by malevolent space aliens. Luckily for Willy, his wish for a savior is fulfilled with the entrance of Gooby (voiced by Robbie Coltrane), a strange but lovable creature who appears more anxious about the worlds dangers than he is. As the unlikely pair become friends, Gooby helps Willy and his father reunite.",PG (for some mild rude humor and bullying),"Art House & International, Kids & Family, Science Fiction & Fantasy",Wilson Coneybeare,Monterey Media,99 minutes,"David James Elliott, Robbie Coltrane, Matthew Knight"
2,39038,Teenage Mutant Ninja Turtles: Out of the Shadows,"Teenage Mutant Ninja Turtles: Out of the Shadows is a slight improvement over its predecessor, but still lacks the wit or anarchic energy of the comics that birthed the franchise.",37%,169,47%,53569,"Michelangelo, Donatello, Leonardo, and Raphael return to theaters this summer to battle bigger, badder villains, alongside April ONeil (Megan Fox), Vern Fenwick (Will Arnett), and a newcomer: the hockey-masked vigilante Casey Jones (Stephen Amell). After supervillain Shredder (Brian Tee) escapes custody, he joins forces with mad scientist Baxter Stockman (Tyler Perry) and two dimwitted henchmen, Bebop (Gary Anthony Williams) and Rocksteady (WWE Superstar Stephen ""Sheamus"" Farrelly), to unleash a diabolical plan to take over the world. As the Turtles prepare to take on Shredder and his new crew, they find themselves facing an even greater evil with similar intentions: the notorious Krang.",PG-13 (for sci-fi action violence),"Action & Adventure, Comedy, Science Fiction & Fantasy",Dave Green,Paramount Pictures,97 minutes,"Megan Fox, Will Arnett, Stephen Amell"
3,39041,The Darkness,"The Darkness clumsily relies on an assortment of genre tropes, leaving only the decidedly non-frightening ghost of superior horror films in its wake.",3%,32,19%,6672,"As a family returns home from vacation at the Grand Canyon, they innocently bring home a supernatural force that preys off their own fears and vulnerabilities, threatening to destroy them from within, while consuming their lives with terrifying consequences. THE DARKNESS stars Kevin Bacon, Radha Mitchell, David Mazouz, Lucy Fry, Matt Walsh and Jennifer Morrison. Directed by Greg McLean and written by McLean, Shayne Armstrong and S.P. Krause, the film was produced by Jason Blum, Bianca Martino and Matt Kaplan. The film will be released by BH Tilt in coordination with High Top Releasing.","PG-13 (for thematic elements, some disturbing violence, brief sensuality and language)",Horror,Greg McLean,N/A,92 minutes,"Kevin Bacon, Radha Mitchell, David Mazouz"
4,39048,The Fundamentals of Caring,The Fundamentals of Caring gets maximum mileage out of the chemistry between its well-matched leads as it follows a fairly well-worn coming-of-age road trip route.,77%,35,83%,5877,"An 18-year-old with muscular dystrophy (Craig Roberts) goes on a road trip with his caregiver (Paul Rudd), and the pair learn about life from the people they meet along the way. Written and directed by Rob Burnett, The Fundamentals of Caring made its world premiere at the 2016 Sundance Film Festival.",NR,Drama,Rob Burnett,Netflix,93 minutes,"Paul Rudd, Craig Roberts, Selena Gomez"
5,39058,Elstree 1976,N/A,81%,27,39%,373,"ELSTREE 1976 explores the lives of the actors and extras behind one of the most celebrated franchises in cinematic history, which spans from George Lucas original A NEW HOPE to J.J. Abrams recent record-breaking blockbuster THE FORCE AWAKENS. From the man behind films most iconic villain, to the actor whose character was completely cut from the final film, the documentary delves into the eccentric community these individuals have formed and how the Star Wars franchise continues to impact their lives decades later.",NR,"Art House & International, Documentary",Jon Spira,British Film Company,101 minutes,"David Prowse, Jeremy Bulloch, Angus MacInnes"
6,39063,Popstar: Never Stop Never Stopping,Popstar: Never Stop Never Stopping updates the rock mockumentary for the 21st century mainstream -- and hits many of its low-hanging targets with side-splitting impact.,79%,168,65%,17948,"Universal Pictures Popstar: Never Stop Never Stopping is headlined by musical digital-shorts superstars Andy Samberg, Akiva Schaffer and Jorma Taccone, collectively known as The Lonely Island. The comedy goes behind the scenes as singer/rapper Conner4Real (Samberg) faces a crisis of popularity after his sophomore album flops, leaving his fans, sycophants and rivals all wondering what to do when hes no longer the dopest star of all. The latest comedy from blockbuster producer Judd Apatow (Trainwreck, Superbad, Knocked Up) co-stars Sarah Silverman, Tim Meadows and Maya Rudolph and many of the biggest names in comedy and music in cameo performances. Co-directed by Schaffer and Taccone and written by The Lonely Island trio, POPSTAR is also produced by Rodney Rothman (producer of Get Him to the Greek, Forgetting Sarah Marshall; co-writer of 22 Jump Street), as well as Samberg, Schaffer and Taccone.","R (for some graphic nudity, language throughout, sexual content and drug use)","Comedy, Musical & Performing Arts","Akiva Schaffer, Jorma Taccone",Universal Pictures,86 minutes,"Andy Samberg, Jorma Taccone, Akiva Schaffer"
7,39077,Dark Signal,N/A,33%,6,35%,82,The spirit of a murdered girl returns with a message for the staff of a local radio station.,NR,"Horror, Mystery & Suspense",Edward Evers-Swindell,Xlrator Media,105 minutes,"Siwan Morris, Gareth David-Lloyd, Joanna Ignaczewska"
8,39084,Urge,N/A,0%,6,25%,438,"A weekend getaway takes a dangerous turn when a mysterious nightclub owner (Pierce Brosnan) introduces a group of friends to a new designer drug. Stripped of their inhibitions, they start living out their wildest fantasies - but what starts out as a fun night of partying quickly turns deadly, as the island paradise deteriorates into a tropical madhouse.","R (for disturbing violent and sexual behavior, drug use, and language throughout)",Mystery & Suspense,Aaron Kaufman,Sculptor Media,89 minutes,"Pierce Brosnan, Justin Chatwin, Danny Masterson"
9,39086,Life,Entertaining if not over-the-top humor from a solid comic duo provides plenty of laughs.,50%,54,77%,50352,"Comedians Eddie Murphy and Martin Lawrence team up for a story that wouldnt appear to have many immediate humorous possibilities -- two men serving life sentences in prison for a crime they did not commit. Life opens in Harlem in 1932, where Ray Gibson (Eddie Murphy) is a small-time con man in debt to Spanky, a gangster (Rick James). Ray spots would-be bank teller Claude Banks (Martin Lawrence) at a gambling spot and, figuring him for an easy mark, lifts his wallet -- only to discover Claude is broke. Ray and Claudes mutual need to raise some cash brings them together when Spanky offers them a job bringing back a load of moonshine from bootleggers in the deep south. However, things dont go well for Ray and Claude, and theyre arrested by a sheriff in Mississippi who recently killed a man and needs someone on whom he can hang the charge. Since Ray and Claude are black, from out of town and have been caught red-handed with a load of illegal liquor, the sheriff figures theyre easy pickings and frames them for the murder. Soon the two men are inmates in a Southern work camp, where they spend the next 55 years learning to get along with the other inmates, avoiding the wrath of the guards, seeing younger prisoners come and go and never losing hope that someday, somehow, their innocence will be proven and theyll be released. Life is the second screen pairing for Murphy and Lawrence, who also shared screen time in 1992s Boomerang, and was scripted by Robert Ramsey and Matthew Stone from an original idea by Murphy. The supporting cast includes Ned Beatty, Clarence Williams III, Bernie Mac, Nick Cassavetes and R. Lee Ermey.",R (for strong language and a shooting),"Comedy, Drama",Ted Demme,Universal Pictures,108 minutes,"Eddie Murphy, Martin Lawrence, Ned Beatty"
