,dataIndex,realTitle,criticsConcensus,tomatoMeter,tomatoCount,audienceScore,audienceCount,realSynopsis,rating,genreString,directedBy,studio,runTime,cast
0,43000,Darkman III: Die Darkman Die,N/A,33%,6,21%,9714,"Dr. Westlake/Darkman (Arnold Vosloo) is up to his old tricks, stealing from the bad and keeping for himself while still trying to perfect his synthetic skin which only lasts 99 minutes in the light. After stealing from industrialist and mobster/drug dealer Peter Rooker (Jeff Fahey), Westlake is approached by Dr. Bridget Thorne (Darlanne Fluegel) who is engaged to perform an operation to relieve his pain, but instead she implants in his brain a special device that enables his enemies to control him by inducing unbearable pain. With the help of double-crossing Dr. Thorne, Rooker wants to create a new drug based on Darkmans research. But Darkman strikes back by infiltrating Rookers gang and his life. Darkman even starts to feel drawn to Rookers wife Angela (Roxann Biggs-Dawson) and her daughter, who are neglected by the real Rooker. But in disguise, Darkman is able to cling to a normal life, posing as a family man. Even though this sequel was filmed before Darkman II: The Return of Durant, it was ultimately decided that it should be bumped back to part three. This direct-to-video sequel is however, in many ways, superior to the first sequel. Fahey makes an excellent villain combining the best of what made Larry Drake and Colin Friels so enjoyable in the original. Vosloo still cant capture the essence and power of Liam Neesons character portrayal, but he does a good enough job. Fans of the saga will go feverish over this sequel and others with find it fun as well.",R (for violent action and some language),"Action & Adventure, Science Fiction & Fantasy",Bradford May,MGM Home Entertainment,87 minutes,"Arnold Vosloo, Jeff Fahey, Darlanne Fluegel"
1,43003,Inspector Gadget 2,N/A,40%,5,21%,14164,"3rd Rock From the Suns French Stewart steps into the shoes previously filled by Matthew Broderick in this straight-to-DVD sequel to Disneys Inspector Gadget. Arch-nemesis Dr. Claw is back to his evil ways, causing havoc for Inspector Gadget and the citizens of Riverton. Adding an additional twist is G2 (Elaine Hendrix), a new robot cop who provides a little crime-fighting competition to Gadget. Directed by Alex Zamm, Inspector Gadget 2 also stars Caitlin Wachs. ~ Matthew Tobey, Rovi",G,"Comedy, Kids & Family",Alex Zamm,Walt Disney Pictures,88 minutes,"French Stewart, Elaine Hendrix, Tony Martin"
2,43005,Species III,N/A,33%,6,17%,10497,"This direct-to-cable sequel in the Species film series follows the next legacy of the sexually frustrated alien species as the daughter of Eve (Natasha Henstridge) is born into an uncaring human world. Newcomer Sunny Mabrey plays Sara, the first genetically perfect specimen of her species, who is kidnapped upon birth by a professor who has his own selfish reasoning to keep her alive. Hounded by the army and other human-alien DNA hybrids bent on breeding, the hunt is on for the professor and Sara to create another perfect offspring any way they can. Premiering on the Sci-Fi channel in November of 2004, the erotic sci-fi thriller came to DVD a month later in a directors cut supervised by the director, Brad Turner, a TV veteran whose show credits include Andromeda, Stargate SG-1, and the 90s revamp of Outer Limits.",R,"Drama, Science Fiction & Fantasy",Brad Turner,MGM,111 minutes,"Natasha Henstridge, Sunny Mabrey, Robin Dunne"
3,43012,The Legend of Billie Jean,N/A,40%,10,75%,9462,"A modern-day Joan of Arc takes to the road in this unusual teen story. Helen Slater stars as Billy Jean Davy, the pretty older sister of the mischievous Binx (Christian Slater). When Binxs beloved motor-scooter gets trashed by the spoiled son of a local shop owner, Billy Jean demands payment for the damage. Smarmy shop owner Pyatt (Richard Bradford) agrees, only to lure Billy Jean to an upstairs room where he attempts to rape her. Injuring Pyatt, the brother- and sister-duo go on the run with some trailer-park friends, cutting across Texas while making a name for themselves as local heroes. Implausible at every turn, the film is memorable though for Helen Slaters spunky performance.",PG-13,"Action & Adventure, Drama",Matthew Robbins,TriStar Pictures,92 minutes,"Helen Slater, Keith Gordon, Christian Slater"
4,43015,Ali and Nino,N/A,40%,10,55%,97,"Set against the sweeping tide of history, this is the breathtaking tale of a romance that crosses political, geographic, and religious divides. Azerbaijan, 1918: though he is Muslim and she is Christian, Ali (Adam Bakri) and Nino (Maria Valverde) defy their parents and marry. At first it appears that their all-consuming love will be enough to overcome the differences in their backgrounds. But their bond is soon put the test, first as she confronts what it means to be a westernized woman living in a traditionalist society, and then again when everything they know is turned upside down by the arrival of World War I.",NR,"Drama, Romance",Asif Kapadia,IFC Films,101 minutes,"Adam Bakri, María Valverde, Mandy Patinkin"
5,43036,Mulholland Drive,David Lynch's dreamlike and mysterious Mulholland Drive is a twisty neo-noir with an unconventional structure that features a mesmirizing performance from Naomi Watts as a woman on the dark fringes of Hollywood.,83%,177,87%,189027,"Along Mulholland Drive nothing is what it seems. In the unreal universe of Los Angeles, the city bares its schizophrenic nature, an uneasy blend of innocence and corruption, love and loneliness, beauty and depravity. A woman is left with amnesia following a car accident. An aspiring young actress finds her staying in her aunts home. The puzzle begins to unfold, propelling us through a mysterious labyrith of sensual experiences until we arrive at the intersection of dreams and nightmares.","R (for violence, language and some strong sexuality)","Drama, Mystery & Suspense, Special Interest",David Lynch,Universal Focus,147 minutes,"Laura Harring, Naomi Watts, Justin Theroux"
6,43047,The Last Laugh (Der Letzte Mann),N/A,100%,26,88%,4048,"F.W. Murnaus German silent classic The Last Laugh (Der Letze Mann) stars Emil Jannings as the doorman of a posh Berlin hotel. Fiercely proud of his job, Jannings comports himself like a general in his resplendent costume, and is treated like royalty by his friends and neighbors. The hotels insensitive new manager, noting that Jannings seems winded after carrying several heavy pieces of luggage for a patron, decides that the old man is no longer up to his job. The manager demotes Jannings to mens washroom attendant, and the effect is disastrous on the mans prestige and self-esteem. Logically, the film should end on a note of tragedy, but Murnau (either because he was ordered to by the producers or because he just felt like it) adds a near-surrealistic coda, wherein Jannings, having suddenly inherited a fortune, returns to the hotel in triumph. The Last Laugh was a bold experiment for its time: a film told entirely visually, with no subtitles save for the semi-satirical explanation of the climax. In a sense, Karl Freunds camera is as much a ""character"" as anyone else, commenting upon Jannings rise and fall via then-revolutionary camera angles, jarring movements and grotesque lens distortions. Many historians credit The Last Laugh as the vanguard of the ""German invasion"" of Hollywood during the mid- to late-1920s. ~ Hal Erickson, Rovi",PG,"Art House & International, Drama",F.W. Murnau,U. F. A.,77 minutes,"Emil Jannings, Maly Delschaft, Kurt Hiller"
7,43054,The Last Word,The Last Word proves Shirley MacLaine remains a wonderfully magnetic screen presence -- and deserving of a far better vehicle for her considerable talents.,40%,93,63%,2467,"Shirley MacLaine is Harriet Lauler, a once successful businesswoman in tight control of every aspect of her life. As she reflects upon her accomplishments, shes suddenly inspired to engage a young local writer, Anne Sherman (Amanda Seyfried), to pen her lifes story. When the initial result doesnt meet Harriets high expectations, she sets out to reshape the way she is remembered, with Anne dragged along as an unwilling accomplice. As the journey unfolds, the two women develop a unique bond which alters not only Harriets legacy, but also Annes future.",R (for language),Comedy,Mark Pellington,Bleecker Street Media,107 minutes,"Shirley MacLaine, Amanda Seyfried, Anne Heche"
8,43057,CHIPS,"CHiPS abandons the endearing innocence of its source material, using the titular cop show's premise as a setup for aggressively lowbrow gags that prove only mildly arresting at best.",18%,110,45%,11832,"Dax Shepard (Hit & Run, TVs Parenthood) and Michael Peña (Ant-Man) star in the action comedy CHIPS, directed by Shepard from his own script. Jon Baker (Shepard) and Frank Ponch Poncherello (Peña) have just joined the California Highway Patrol (CHP) in Los Angeles, but for very different reasons. Baker is a beaten-up former pro motorbiker trying to put his life and marriage back together. Poncherello is a cocky undercover Federal agent investigating a multi-million dollar heist that may be an inside job--inside the CHP. The inexperienced rookie and the hardened pro are teamed together, but clash more than click, so kick-starting a real partnership is easier said than done. But with Bakers unique bike skills and Ponchs street savvy it might just work...if they dont drive each other crazy first.","R (for crude sexual content, graphic nudity, pervasive language, some violence and drug use)","Action & Adventure, Comedy, Drama",Dax Shepard,Warner Bros. Pictures,101 minutes,"Dax Shepard, Michael Peña, Adam Brody"
9,43058,Table 19,"Table 19 is marginally more entertaining than actually sitting with a table full of strangers at a wedding -- although most screenings won't come with an open bar, which makes it a wash.",26%,114,40%,7595,"Ex-maid of honor Eloise- having been relieved of her duties after being unceremoniously dumped by the best man via text - decides to hold her head up high and attend her oldest friends wedding anyway. She finds herself seated at the random table in the back of the ballroom with a disparate group of strangers, most of whom should have known to just send regrets. As everyones secrets are revealed, Eloise learns a thing or two from the denizens of Table 19. Friendships - and even a little romance - can happen under the most unlikely circumstances.","PG-13 (for thematic elements, sexual content, drug use, language and some brief nudity)",Comedy,Jeffrey Blitz,Fox Searchlight Pictures,N/A,"Anna Kendrick, June Squibb, Lisa Kudrow"
