,dataIndex,realTitle,criticsConcensus,tomatoMeter,tomatoCount,audienceScore,audienceCount,realSynopsis,rating,genreString,directedBy,studio,runTime,cast
0,40003,Amateur Night,N/A,0%,6,26%,360,"Guy Carter is an award-winning graduate student of architecture. Hes got a beautiful wife and a baby on the way. The problem? He doesnt have ""his ducks in a row,"" which only fuels his doubts about being a good father. Guy has been trying to find work in his field for a year with no luck. At wits end, his wife Anne finds him a job as a driver on Craigslist. Guy shows up for the interview thinking hell be delivering pizzas, but quickly realizes its a job driving prostitutes. With money too scarce to turn down, he goes for it--which is where he meets Nikki, the tough-as-nails, unapologetic sex worker, and her two hilarious and foul-mouthed cohorts, Jaxi and Fallon. As reluctant driver and protector--Guy is thrust into a world of rockin women and feeble men. Over the course of one wild and sordid night, and several come-to-Jesus moments, Guy proves to Nikki--and himself--that he does have what it takes to be the responsible father his family deserves.",NR,Comedy,"Lisa Addario, Joe Syracuse",Punch Media,93 minutes,"Janet Montgomery, Jason Biggs, Ashley Tisdale"
1,40013,The Seventh Fire,N/A,92%,26,53%,372,"When Rob Brown, a Native American gang leader on a remote Minnesota reservation, is sentenced to prison for a fifth time, he must confront his role in bringing violent drug culture into his beloved Ojibwe community. As Rob reckons with his past, his seventeen-year-old protégé, Kevin, dreams of the future - becoming the biggest drug dealer on the reservation. Terrence Malick presents this haunting and visually arresting nonfiction film about the gang crisis in Indian Country.",NR,Documentary,Jack Pettibone Riccobono,Sundial Pictures,88 minutes,"Robert Duane Brown, Kevin Fineday Jr.Kevin Fineday Jr."
2,40014,13 Cameras,N/A,77%,13,35%,535,"Newlyweds, Ryan and Claire move into a new home across the country, having no idea their grim and lascivious landlord, Gerald, has installed secret cameras in their rental home. As Ryan and Claires relationship strains from the stress of their pregnancy, Gerald becomes increasingly consumed with their lives, and begins to physically invade their privacy. Ryan and Claire soon find out that their marital issues are nothing in comparison to the monster that watches their every move.",NR,Horror,Victor Zarcoff,N/A,87 minutes,"Neville Archambault, Sarah Baldwin, Sean Carrigan"
3,40015,Kubo and the Two Strings,Kubo and the Two Strings matches its incredible animation with an absorbing -- and bravely melancholy -- story that has something to offer audiences of all ages.,97%,216,86%,35340,"Kubo and the Two Strings is an epic action-adventure set in a fantastical Japan from acclaimed animation studio LAIKA. Clever, kindhearted Kubo (voiced by Art Parkinson of ""Game of Thrones"") ekes out a humble living, telling stories to the people of his seaside town including Hosato (George Takei), Akihiro (Cary-Hiroyuki Tagawa), and Kameyo (Academy Award nominee Brenda Vaccaro). But his relatively quiet existence is shattered when he accidentally summons a spirit from his past which storms down from the heavens to enforce an age-old vendetta. Now on the run, Kubo joins forces with Monkey (Academy Award winner Charlize Theron) and Beetle (Academy Award winner Matthew McConaughey), and sets out on a thrilling quest to save his family and solve the mystery of his fallen father, the greatest samurai warrior the world has ever known. With the help of his shamisen - a magical musical instrument - Kubo must battle gods and monsters, including the vengeful Moon King (Academy Award nominee Ralph Fiennes) and the evil twin Sisters (Academy Award nominee Rooney Mara), to unlock the secret of his legacy, reunite his family, and fulfill his heroic destiny.","PG (for thematic elements, scary images, action and peril)","Action & Adventure, Animation, Science Fiction & Fantasy",Travis Knight,Focus Features,101 minutes,"Art Parkinson, Charlize Theron, Ralph Fiennes"
4,40020,Bridget Jones's Baby,"Bridget Jones's Baby might be late on arrival, but fans of the series should still find its third installment a bouncing bundle of joy.",78%,207,65%,19942,"Oscar (R) winners Renée Zellweger and Colin Firth are joined by Patrick Dempsey for the next chapter of the worlds favorite singleton in Bridget Joness Baby. Directed by Sharon Maguire (Bridget Joness Diary), the new film in the beloved comedy series based on creator Helen Fieldings heroine finds Bridget unexpectedly expecting. After breaking up with Mark Darcy (Firth), Bridget Joness (Zellweger) ""happily ever after"" hasnt quite gone according to plan. Fortysomething and single again, she decides to focus on her job as top news producer and surround herself with old friends and new. For once, Bridget has everything completely under control. What could possibly go wrong? Then her love life takes a turn and Bridget meets a dashing American named Jack (Dempsey), the suitor who is everything Mr. Darcy is not. In an unlikely twist she finds herself pregnant, but with one hitch...she can only be fifty percent sure of the identity of her babys father. The much-anticipated third installment of the Bridget Joness franchise welcomes fellow Academy Award (R) winner Emma Thompson to the cast. Longtime collaborators Tim Bevan and Eric Fellner of Working Title Films produce alongside Debra Hayward. Universal Pictures will distribute Bridget Joness Baby in North America and select international territories.","R (for language, sex references and some nudity)","Comedy, Romance",Sharon Maguire,Working Title,122 minutes,"Renée Zellweger, Colin Firth, Patrick Dempsey"
5,40021,The Light Between Oceans,"The Light Between Oceans presents a well-acted and handsomely mounted adaptation of its bestselling source material, but ultimately tugs on the heartstrings too often to be effective.",62%,228,61%,13665,"DreamWorks Pictures ""The Light Between Oceans"" is a heart-breaking drama about fate, love, moral dilemmas and the lengths to which one couple will go to see their dreams realized. Starring Academy Award (R) and Golden Globe (R) nominee Michael Fassbender, Oscar (R) winner Alicia Vikander, Academy Award and Golden Globe winner Rachel Weisz, Bryan Brown and Jack Thompson, the film is written for the screen and directed by Derek Cianfrance based on the acclaimed novel by M.L. Stedman. The producers are Academy Award nominee David Heyman, p.g.a. and Jeffrey Clifford, p.g.a. with Tom Karnowski, Rosie Alison, Jeff Skoll and Jonathan King serving as executive producers. In the years following World War I, Tom Sherbourne (Michael Fassbender), a young veteran still numb from his years in combat, takes a job as lighthouse keeper on Janus Rock, a remote island off the coast of Western Australia. As the islands sole inhabitant, he finds comfort in the monotony of the chores and the solitude of his surroundings. When he meets the daughter of the schools headmaster, Isabel Graysmark (Alicia Vikander), in the local town of Partageuse on the mainland, Tom is immediately captivated by her beauty, wit and passion, and they are soon married and living on the island. As their love flourishes, he begins to feel again, their happiness marred only by their inability to start a family, so when a rowboat with a dead man and infant girl mysteriously washes ashore, Isabel believes their prayers may have finally been answered. As a man of principle, Tom is torn between reporting the lost child and pleasing the woman he loves, and against his better judgment he agrees to let Isabel raise the child as their own, making a choice with devastating consequences. DreamWorks Pictures ""The Light Between Oceans"" opens in U.S. theaters on September 2nd.",PG-13 (for thematic material and some sexual content),"Drama, Romance",Derek Cianfrance,Dreamworks Pictures,132 minutes,"Michael Fassbender, Alicia Vikander, Rachel Weisz"
6,40022,Morgan! (Morgan: A Suitable Case for Treatment),N/A,67%,18,78%,1014,"A classic 1960s cult film in the British ""angry young man"" tradition, the hero of this film from Czech director Karel Reisz is more lunatic than agitator. Morgan Delt (David Warner) is an artist from a working class background, married to Leonie (Vanessa Redgrave), a woman far above him in social standing. Given to a rich fantasy life to begin with, Morgan goes off the mental deep end when Leonie informs him that shes asking for a divorce and taking up with art dealer Robert Stephens (Charles Napier), a man more befitting her class. Thoroughly gone around the bend, Morgan enacts a series of bizarre gags and stunts in a campaign to win Leonie back, including putting a skeleton in her bed and crashing her wedding dressed as a gorilla. His antics eventually get Morgan arrested and committed to an asylum, where he embraces his mothers ardent communist beliefs. Redgrave was Oscar nominated for Best Actress for her role, her feature film debut. ~ Karl Williams, Rovi",NR,"Art House & International, Classics, Comedy, Drama",Karel Reisz,Cinema V,93 minutes,"Vanessa Redgrave, David Warner, Robert Stephens"
7,40023,Queen of Katwe,"Queen of Katwe is a feel-good movie of uncommon smarts and passion, and outstanding performances by Lupita Nyong'o and David Oyelowo help to elevate the film past its cliches.",93%,182,87%,9787,"""Queen of Katwe"" is the colorful true story of a young girl selling corn on the streets of rural Uganda whose world rapidly changes when she is introduced to the game of chess, and, as a result of the support she receives from her family and community, is instilled with the confidence and determination she needs to pursue her dream of becoming an international chess champion. Directed by Mira Nair (""Monsoon Wedding"") from a screenplay by William Wheeler (""The Hoax"") based on the book by Tim Crothers, ""Queen of Katwe"" is produced by Lydia Dean Pilcher (""The Darjeeling Limited"") and John Carls (""Where the Wild Things Are"") with Will Weiske and Troy Buder serving as executive producers. The film stars Golden Globe (R) nominee David Oyelowo (""Selma""), Oscar (R) winner and Tony Award (R) nominee Lupita Nyongo (""12 Years a Slave"") and newcomer Madina Nalwanga. For 10-year-old Phiona Mutesi (Nalwanga) and her family, life in the impoverished slum of Katwe in Kampala, Uganda, is a constant struggle. Her mother, Harriet (Nyongo), is fiercely determined to take care of her family and works tirelessly selling vegetables in the market to make sure her children are fed and have a roof over their heads. When Phiona meets Robert Katende (Oyelowo), a soccer player turned missionary who teaches local children chess, she is captivated. Chess requires a good deal of concentration, strategic thinking and risk taking, all skills which are applicable in everyday life, and Katende hopes to empower youth with the game. Phiona is impressed by the intelligence and wit the game requires and immediately shows potential. Recognizing Phionas natural aptitude for chess and the fighting spirit shes inherited from her mother, Katende begins to mentor her, but Harriet is reluctant to provide any encouragement, not wanting to see her daughter disappointed. As Phiona begins to succeed in local chess competitions, Katende teaches her to read and write in order to pursue schooling. She quickly advances through the ranks in tournaments, but breaks away from her family to focus on her own life. Her mother eventually realizes that Phiona has a chance to excel and teams up with Katende to help her fulfill her extraordinary potential, escape a life of poverty and save her family. Disneys ""Queen of Katwe"" will open in U.S. theaters on September 23, 2016.","PG (for thematic elements, an accident scene and some suggestive material)","Drama, Kids & Family",Mira Nair,Walt Disney Studios,124 minutes,"David Oyelowo, Lupita Nyong'o, Madina Nalwanga"
8,40024,Deepwater Horizon,Deepwater Horizon makes effective use of its titular man-made disaster to deliver an uncommonly serious -- yet still suitably gripping -- action thriller.,83%,253,82%,46022,"On April 20th, 2010, one of the worlds largest man-made disasters occurred on the Deepwater Horizon in the Gulf of Mexico. Directed by Peter Berg (Lone Survivor), this story honors the brave men and women whose heroism would save many on board, and change everyones lives forever.","PG-13 (for prolonged intense disaster sequences and related disturbing images, and brief strong language.)","Action & Adventure, Drama",Peter Berg,Lionsgate,99 minutes,"Mark Wahlberg, Kurt Russell, John Malkovich"
9,40025,Miss Peregrine's Home for Peculiar Children,"Miss Peregrine's Home for Peculiar Children proves a suitable match for Tim Burton's distinctive style, even if it's on stronger footing as a visual experience than a narrative one.",64%,245,60%,38793,"From visionary director Tim Burton, and based upon the best-selling novel, comes an unforgettable motion picture experience. When Jake discovers clues to a mystery that spans different worlds and times, he finds a magical place known as Miss Peregrines Home for Peculiar Children. But the mystery and danger deepen as he gets to know the residents and learns about their special powers...and their powerful enemies. Ultimately, Jake discovers that only his own special ""peculiarity"" can save his new friends.",PG-13 (for intense sequences of fantasy action/violence and peril),"Kids & Family, Science Fiction & Fantasy",Tim Burton,20th Century Fox,127 minutes,"Eva Green, Asa Butterfield, Chris O'Dowd"
