,dataIndex,realTitle,criticsConcensus,tomatoMeter,tomatoCount,audienceScore,audienceCount,realSynopsis,rating,genreString,directedBy,studio,runTime,cast
0,20002,The Last Rites of Joe May,N/A,74%,19,64%,1194,"Dennis Farina gives a tour de force performance in this homage to early-1970s ""tough guy"" films. Sixtysomething Chicagoan Joe May-a short-money hustler of Rolex knockoffs and bootleg DVDs-returns home from a hospital stay to find out that his apartment has been rented to single mother Jenny (Jamie Anne Allman) and her young daughter Angelina (Meredith Droeger) because everyone thought he was dead. Begrudgingly, Joe accepts Jennys offer to share the apartment. Joe plots his comeback scheme, but instead a domino effect occurs with everything going against him. -- (C) Tribeca",NR,Drama,Joe Maggio,Tribeca Film,103 minutes,"Dennis Farina, Jamie Anne Allman, Meredith Droeger"
1,20008,Zero Dark Thirty,"Gripping, suspenseful, and brilliantly crafted, Zero Dark Thirty dramatizes the hunt for Osama bin Laden with intelligence and an eye for detail.",91%,293,80%,197038,"For a decade, an elite team of intelligence and military operatives, working in secret across the globe, devoted themselves to a single goal: to find and eliminate Osama bin Laden. Zero Dark Thirty reunites the Oscar winning team of director-producer Kathryn Bigelow and writer-producer Mark Boal (The Hurt Locker) for the story of historys greatest manhunt for the worlds most dangerous man. -- (C) Official Site","R (for strong violence including brutal disturbing images, and for language)",Drama,Kathryn Bigelow,Columbia Pictures,157 minutes,"Jessica Chastain, Jason Clarke, Joel Edgerton"
2,20009,O Som ao Redor (Neighbouring Sounds),N/A,92%,39,76%,959,"A history of violence and oppression threatens to engulf the residents of an affluent seaside community in Neighboring Sounds, a thrilling debut from filmmaker Kleber Mendonca Filho. A palpable sense of unease hangs over a single city block in the coastal town of Recife, Brazil. Home to prosperous families and the servants who work for them, the area is ruled by an aging patriarch and his sons. When a private security firm is reluctantly brought in to protect the residents from a recent spate of petty crime, it unleashes the fears, anxieties and resentments of a divided society still haunted by its troubled past. -- (C) Cinema Guild",NR,"Art House & International, Drama",Kleber Mendonça Filho,Cinema Guild,131 minutes,"Irandhir Santos, Gustavo Jahn, Maeve Jinkings"
3,20011,Chasing Ice,N/A,96%,71,85%,12539,"Acclaimed National Geographic photographer James Balog was once a skeptic about climate change. But through his Extreme Ice Survey, he discovers undeniable evidence of our changing planet. In Chasing Ice, Balog deploys revolutionary time-lapse cameras to capture a multi-year record of the worlds changing glaciers. His hauntingly beautiful videos compress years into seconds and capture ancient mountains of ice in motion as they disappear at a breathtaking rate. Traveling with a team of young adventurers across the brutal Arctic, Balog risks his career and his well-being in pursuit of the biggest story facing humanity. As the debate polarizes America, and the intensity of natural disasters ramps up globally, Chasing Ice depicts a heroic photojournalist on a mission to deliver fragile hope to our carbon-powered planet. -- (C) Submarine",PG-13 (for brief strong language),"Documentary, Special Interest",Jeff Orlowski,National Geographic,74 minutes,"James Balog, Adam LeWinter, Jeff Orlowski"
4,20012,Antiviral,"Antiviral is well-crafted body horror, packed with interesting -- if not entirely subtle -- ideas.",66%,93,40%,5950,"Syd March is an employee at a clinic that sells injections of live viruses harvested from sick celebrities to obsessed fans. Syd also supplies illegal samples of these viruses to piracy groups, smuggling them from the clinic in his own body. When he becomes infected with the disease that kills super sensation Hannah Geist, Syd becomes a target for collectors and rabid fans. He must unravel the mystery surrounding her death before he suffers the same fate. (c) Official Site",NR,"Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",Brandon Cronenberg,IFC,106 minutes,"Caleb Landry Jones, Sarah Gadon, Douglas Smith"
5,20021,Fire With Fire,N/A,7%,15,36%,1988,"A firefighter who witnessed a deadly convenience store robbery enters the Witness Protection program, but is forced out of hiding after being targeted for death by the racist crime boss whos determined to see him dead. Jeremy Coleman (Josh Duhamel) was just finishing a long day of work when he ducked into the store for a few beers. Little did he realize his life was about to be changed forever. In the blink of an eye, ruthless white supremacist Hagen (Vincent DOnofrio) bursts into the store, and guns down the clerk in cold blood. Terrified, Jeremy makes a daring escape amidst a hail of gunfire. Later, Hagan is arrested and police detective Mike Cella (Bruce Willis) takes charge of the investigation. When Jeremy sits down to identify Hagen in the line-up, however, the sociopathic madman reveals that he knows everything about the ""anonymous"" witness behind the two-way mirror. As Hagans trial approaches, Jeremy is forced to give up his job to be placed in the Witness Protection program. Meanwhile, he enters into a passionate romance with U.S. Marshal Talia Durham (Rosario Dawson). When Hagans attorney succeeds in having his client released from prison just weeks before the trial, the killers henchmen come gunning for Jeremy and Talia. The situation turns critical when Talia is mortally wounded, forcing Jeremy to flee for Long Beach, Ca. Once there, Jeremy realizes that his only hope for protecting Talia is to rally Hagans enemies against him, and fight alongside them as they aim to take down the vengeful killer once and for all.","R (for strong violence, language and brief sexuality)","Action & Adventure, Drama, Mystery & Suspense, Special Interest",David Barrett,Lionsgate Films,97 minutes,"Josh Duhamel, Bruce Willis, Rosario Dawson"
6,20022,Warm Bodies,"Warm Bodies offers a sweet, well-acted spin on a genre that all too often lives down to its brain-dead protagonists.",81%,203,73%,131493,"A funny new twist on a classic love story, WARM BODIES is a poignant tale about the power of human connection. After a zombie epidemic, R (a highly unusual zombie) encounters Julie (a human survivor), and rescues her from a zombie attack. Julie sees that R is different from the other zombies, and as the two form a special relationship in their struggle for survival, R becomes increasingly more human - setting off an exciting, romantic, and often comical chain of events that begins to transform the other zombies and maybe even the whole lifeless world. (c) Summit",PG-13 (for zombie violence and some language),Comedy,Jonathan Levine,Lionsgate Films,97 minutes,"Nicholas Hoult, Teresa Palmer, Rob Corddry"
7,20025,Let Fury Have The Hour,N/A,42%,12,73%,121,"Rough, raw and unapologetically inspirational, LET FURY HAVE THE HOUR is a charged journey into the heart of the creative counter-culture in 2012. In a time of global challenges, big questions and by-the-numbers politics, this upbeat, outspoken film tracks the story of the artists, writers, thinkers and musicians who have gone underground to re-imagine the world - honing in on equality, community and engaged creativity - in exuberantly paradigm-busting ways. (c) Cavu Pictures",NR,"Documentary, Special Interest",Antonino D'Ambrosio,Cavu Pictures,90 minutes,"Lewis Black, Billy Bragg, Staceyanne Chin"
8,20031,Trishna,N/A,63%,92,52%,4781,"Based on Thomas Hardys classic novel Tess of the DUbervilles, master filmmaker Michael Winterbottoms newest film stars Frieda Pinto who soars as Trishna in her most revealing performance yet. Trishna lives with her family in a village in Rajasthan, Indias largest state. As the eldest daughter, she works in a nearby resort to help pay the bills. Jay (Riz Ahmed) is the wealthy son of a property developer. When he takes up managing a resort at his fathers request, he meets Trishna at a dance and their fates cross. Jay finds every opportunity to win Trishnas affection and she accepts his efforts with shy curiosity. But when the two move to Mumbai and become a couple, Jays deep family bond threaten the young lovers bliss. -- (C) IFC","R (for sexuality, some violence, drug use and language)",Drama,Michael Winterbottom,IFC Films,108 minutes,"Freida Pinto, Riz Ahmed, Rizwan Ahmed"
9,20033,Chained,N/A,68%,19,53%,1203,"Coming home from a routine trip to the movies, eight-year-old Tim (Bird) and his mother, Sarah (Ormond) are picked up by a psychopathic cab driver named Bob (DOnofrio). It ends up being their last ride together. Bob murders the young boys mother and keeps Tim as his unwilling protégée, making him clean up the mess following each murder he commits. After a couple of aborted escape attempts, Bob chains Tim - now renamed Rabbit -- allowing just enough length to move freely within the house. As the years pass, Bob starts instructing Rabbit, teaching him anatomy and human behavior. Now a teenager, Rabbit (Eamon Farren, X: Night of Vengeance) is slowly being pressed by Bob to start his own homicidal spree. Slowly but surely, he must soon choose whether to follow in Bobs serial killer footsteps or make one final, desperate attempt to break free...","R (for disturbing and sadistic violent content including bloody killings and rape, and for language and sexuality)",Mystery & Suspense,Jennifer Chambers Lynch,Anchor Bay Films,94 minutes,"Vincent D'Onofrio, Eamon Farren, Julia Ormond"
