,dataIndex,realTitle,criticsConcensus,tomatoMeter,tomatoCount,audienceScore,audienceCount,realSynopsis,rating,genreString,directedBy,studio,runTime,cast
0,11000,Nacho Libre,"At times hilarious, but other times offensive, Director Jared Hess is unable to recapture the collective charisma of his Napoleon characters, instead relying on a one-joke concept that runs out of steam. Sure to entertain the adolescents, however.",40%,164,54%,417235,"Jared Hess (of Napoleon Dynamite fame) directs this bizarre comedy starring Jack Black as Nacho, a young man who works as a cook in the Mexican monastery where he was raised. When the institution faces a financial crisis, Nacho decides that he must come to the aid of the house of God (as well as the beautiful young nun who has recently joined the order) by competing in the local Lucha Libre tournament. Donning a spandex outfit, mask, and cape, Nacho becomes a hero for the ages -- but can he win the heart of a woman of the cloth? ~ Cammila Albertson, Rovi","PG (for some rough action, and crude humor including dialogue)","Comedy, Documentary, Kids & Family",Jared Hess,Paramount Pictures,100 minutes,"Jack Black, Héctor Jiménez, Ana de la Reguera"
1,11001,The Lake House,"The plot of The Lake House is a little too convoluted, and the film fails to pull off the sweeping romance it aims for.",36%,154,73%,429898,"A lonely doctor who once occupied an unusual lakeside home begins exchanging love letters with its newest resident, a frustrated architect. When they discover that theyre actually living two years apart, they must try to unravel the mystery behind their extraordinary romance before its too late.",PG (for some language and a disturbing image),"Drama, Romance",Alejandro Agresti,Warner Bros. Pictures,98 minutes,"Keanu Reeves, Sandra Bullock, Shohreh Aghdashloo"
2,11002,Click,"This latest Adam Sandler vehicle borrows shamelessly from It's A Wonderful Life and Back To The Future, and fails to produce the necessary laughs that would forgive such imitation.",33%,170,66%,874713,"A workaholic architect, frustrated in his job but determined to make a better life for his family, is bestowed with a powerful universal remote that allows him more control over his life than he ever knew possible in director Frank Coracis high-concept fantasy comedy. On the surface, Michael Newman (Adam Sandler) seems to have it all, yet with all the demands forced upon him by his ungrateful boss (David Hasselhoff), Michael finds that setting aside time to spend with his loving wife, Donna (Kate Beckinsale), and two picture-perfect children, Ben (Joseph Castanon) and Samantha (Tatum McCann), has grown increasingly difficult. When a frustrating bout with the television remote leads the overworked husband and father to a nearby Bed, Bath & Beyond in search of a universal remote with the power to control all of his electronic devices, a curious peek into the back room leads Michael into the company of eccentric employee and talented inventor Morty (Christopher Walken). It seems that Morty has created a device that will not only allow Michael complete control over his television and stereo, but his entire life as well. As Michael discovers that the remarkable device has the power to muffle the barks of the family dog, zoom himself past an irritating quarrel with his wife, and even allow him to travel back and forth through time to different points in his life, the rush of being able to skip straight to the good parts in life soon leaves him feeling as if hes missing out on the total experience. Only when Michael begins to realize that the he has lost control of his life and the remote is now programming him does he finally learn that life is as much about the moments hed rather forget as it is the moments he will always remember. ~ Jason Buchanan, Rovi","PG-13 (for language, crude and sex-related humor, and some drug references.)","Comedy, Kids & Family",Frank Coraci,Sony Pictures Releasing,107 minutes,"Adam Sandler, Kate Beckinsale, Christopher Walken"
3,11007,The Devil Wears Prada,"A rare film that surpasses the quality of its source novel, this Devil is a witty expose of New York's fashion scene, with Meryl Streep in top form and Anne Hathaway more than holding her own.",75%,194,76%,571742,"Andrea is a small-town girl in her first job out of college, who tries to navigate the waters of the high-powered fashion magazine world -- while surviving her impossibly demanding new boss, Miranda Priestly.",PG-13 (for some sensuality),"Comedy, Drama",David Frankel,20th Century Fox,110 minutes,"Meryl Streep, Anne Hathaway, Stanley Tucci"
4,11008,Pirates of the Caribbean: Dead Man's Chest,Gone is Depp's unpredictability and much of the humor and originality of the first movie.,53%,226,72%,1847651,"Captain Jack Sparrow is caught up in another tangled web of supernatural intrigue. Although the curse of the Black Pearl has been lifted, an even more terrifying threat looms over its captain and scurvy crew: it turns out that Jack owes a blood debt to the legendary Davy Jones, Ruler of the Ocean Depths, who captains the ghostly Flying Dutchman, which no other ship can match in speed and stealth. Unless the ever-crafty Jack figures a cunning way out of this Faustian pact, he will be cursed to an afterlife of eternal servitude and damnation in the service of Jones. This startling development interrupts the wedding plans of Will Turner and Elizabeth Swann, who once again find themselves thrust into Jacks misadventures, leading to escalating confrontations with sea monsters, very unfriendly islanders, flamboyant soothsayer Tia Dalma and even the mysterious appearance of Wills long-lost father, Bootstrap Bill. Meanwhile, ruthless pirate hunter Lord Cutler Beckett of the East India Trading Company sets his sights on retrieving the fabled ""Dead Mans Chest."" According to legend, whoever possesses the Dead Mans Chest gains control of Davy Jones, and Beckett intends to use this awesome power to destroy every last Pirate of the Caribbean once and for all. For times are changing on the high seas, with businessmen and bureaucrats becoming the true pirates--and freewheeling, fun-loving buccaneers like Jack and his crew threatened with extinction.","PG-13 (for intense sequences of adventure violence, including frightening images)","Action & Adventure, Comedy, Science Fiction & Fantasy",Gore Verbinski,Buena Vista,151 minutes,"Johnny Depp, Orlando Bloom, Keira Knightley"
5,11009,"You, Me and Dupree","A rather generic entry into the arrested development subgenre, with themes borrowed from other more successful and funnier films. Dupree wears out its welcome.",20%,166,50%,448175,"A man is being driven crazy by his shiftless best friend, just as the layabout starts making nice with his wife and neighbors in this comedy. Carl and Molly (Matt Dillon and Kate Hudson) are a thirtysomething couple who have just gotten married and are settling down into a cozy new home in a quiet neighborhood. While Carl and Molly are happy with their new digs, Carls best friend, Randy Dupree (Owen Wilson), is not content with his living arrangements. Dupree has all but made a career out of avoiding work, responsibility, and commitment, and while his charm usually manages to keep him afloat, when he loses his job, his apartment, and his car. Carl cant bear to see Dupree in such dire circumstances, and tells Dupree he can stay on their couch until he can get things straightened out. But while Carl was expecting Dupree to stay for a few days, it soon becomes obvious to both him and Molly that their guest has no intention of moving out anytime soon, and while the likable freeloader starts working his charm on Molly, their neighbors, and their friends, Carl soon finds himself at the end of his rope with his best man and childhood buddy. You, Me and Dupree also stars Amanda Detmer, Seth Rogen, and Michael Douglas as Mollys father. ~ Mark Deming, Rovi","PG-13 (for sexual content, brief nudity, crude humor, language and a drug reference)",Comedy,"Anthony Russo, Joe Russo",Universal Pictures,109 minutes,"Owen Wilson, Kate Hudson, Matt Dillon"
6,11011,Lady in the Water,"A far-fetched story with little suspense and unconvincing scenarios, Lady In The Water feels contrived, pretentious, and rather silly.",25%,212,49%,419561,"A modest building manager named Cleveland Heep rescues a mysterious young woman from danger and discovers she is actually a narf, a character from a bedtime story who is trying to make the treacherous journey from our world back to hers. Cleveland and his fellow tenants start to realize that they are also characters in this bedtime story. As Cleveland falls deeper and deeper in love with the woman, he works together with the tenants to protect his new fragile friend from the deadly creatures that reside in this fable and are determined to prevent her from returning home.",PG-13 (for some frightening sequences),"Drama, Mystery & Suspense, Science Fiction & Fantasy",M. Night Shyamalan,Warner Bros. Pictures,109 minutes,"Paul Giamatti, Bryce Dallas Howard, Jeffrey Wright"
7,11012,My Super Ex-Girlfriend,My Super Ex=Girlfriend is an only sporadically amusing spoof on the superhero genre that misses the mark with a nerd-turned-superwoman who embodies sexist clichés.,40%,130,31%,366719,"A regular guy finds out just how hard breaking up can truly be when attempting to call it quits with a clingy female crime fighter who doesnt want to let love die in director Ivan Reitmans super-powered romantic comedy. Matt Saunders (Luke Wilson) was looking for love when he first met pretty brunette Jenny Johnson (Uma Thurman), and at the time it seemed as if he may had finally actually found it. Jenny isnt just your typical girl, though, because despite her outwardly normal appearance she is actually a powerful superhero dedicated to ridding the streets of crime. Her outward strength betrays a deep-rooted insecurity, too, and when Jenny begins to become a bit too possessive for Matts laid-back taste, the troubled boyfriend does his best to end the relationship amicably. They say that breaking up isnt easy to do, however, and when your girlfriend is a superhero, that sentiment holds twice the truth as it does under any normal circumstances. Matt is determined to get on with his life, though, and as his budding romance with beautiful co-worker Hannah (Anna Faris) begins to get serious, jealous Jenny scornfully slips into G-Girl mode to prove that hell hath no fury like a woman superhero scorned.","PG-13 (for sexual content, crude humor, language and brief nudity)","Comedy, Drama, Science Fiction & Fantasy",Ivan Reitman,20th Century Fox,95 minutes,"Uma Thurman, Luke Wilson, Anna Faris"
8,11018,See No Evil,"See No Evil is packed with cliches from countless other teen slasher films, making for a predictable, scare-free waste of time.",9%,58,50%,116573,"A ragtag group of juvenile delinquents assigned the task of cleaning up an abandoned hotel find out just how deadly community service can be when they are stalked by a monstrous, four-hundred-pound maniac with a grudge in director Gregory Darks wrestling-infused survival horror flick. It was a mere four years ago that seven-foot menace Jacob Goodnight (WWE superstar Kane) was shot in the head and left for dead by a local police officer. But Jacob wasnt going down that easy. With a steel plate subsequently attached to his skull and ten razor-sharp fingernails ready to scrape grey matter from the skulls of his victims, Jacob retreated to the abandoned Blackwell Hotel, where he resided in the darkened, rotting hallways while planning his ultimate revenge. As fate would have it, Jacob wouldnt have to go far to satiate his raging bloodlust, though, and as the unsuspecting teens make their way through the crumbling corridors of the once-luxurious inn guided by the very same policeman who fired that misguided bullet years earlier, the notorious killer sharpens his nails, stalks his prey, and prepares for a little payback. ~ Jason Buchanan, Rovi","R (for strong gruesome violence and gore throughout, language, sexual content and some drug use)","Horror, Mystery & Suspense",Gregory Dark,Lionsgate Films,84 minutes,"Glenn 'Kane' Jacobs, Christina Vidal, Rachel Taylor"
9,11020,Lady in the Lake,N/A,60%,10,51%,1275,"Robert Montgomery is the director and star of the film noir mystery Lady in the Lake, adapted for the screen by source novelist Raymond Chandler. Montgomery plays detective Philip Marlowe, a private eye who just wants to publish his own crime stories. Kingsby Publications editor Adrienne Fromsett (Audrey Totter) meets with Marlowe, but offers him a job as a detective instead of a writer. She wants him to find the missing wife of her boss, Mr. Kingsby (Leon Ames). (Adrienne wants them to proceed with their divorce so she can marry Kingsby herself.) Marlowe accepts the job and goes looking for clues at the home of the wifes sometime lover, Chris Lavery (Dick Simmons). When Marlowe gets knocked out and picked up for drunk driving, he decides to drop the case. He is drawn back in, however, when Adrienne suggests that Kingsbys wife is responsible for the murder of a mysterious lady in the lake. Lloyd Nolan and Tom Tully play two police detectives also on the case. Lady in the Lake is remembered as being filmed with a subjective camera -- almost entirely from Marlowes point of view -- and subsequently hyped by an MGM ad campaign. ~ Andrea LeVasseur, Rovi",NR,"Classics, Drama, Mystery & Suspense",Robert Montgomery,Warner Home Video,105 minutes,"Robert Montgomery, Audrey Totter, Lloyd Nolan"
