,dataIndex,realTitle,criticsConcensus,tomatoMeter,tomatoCount,audienceScore,audienceCount,realSynopsis,rating,genreString,directedBy,studio,runTime,cast
0,8003,To End All Wars,N/A,62%,13,85%,8125,"A World War II, prisoner-of-war drama about a group of American POWs. Led by Lieutenant Colonel Stuart McLean, the officers--Major Ian Campbell, Captain Ernest Gorgon and Lieutenant Tom Rigden--endure harsh treatment at the hands of their Japanese captors, while building a railway through the Burmese jungle.",R (for war violence and for some language),Drama,David L. Cunningham,Argyll Film Partners,126 minutes,"Robert Carlyle, Kiefer Sutherland, Ciaran McMenamin"
1,8008,High School Confidential,N/A,70%,10,47%,1900,"Complete with a performance by Jerry Lee Lewis over its opening credits, Jack Arnolds High School Confidential stars Russ Tamblyn as Tony, a troubled street kid sent to live with his hot-to-trot aunt (Mamie Van Doren). After enrolling in school, he quickly becomes wrapped up in the local drug scene, culminating in a surprise ending. Also titled Young Hellions.",NR,"Classics, Drama, Mystery & Suspense",Jack Arnold,MGM,85 minutes,"Russ Tamblyn, Jan Sterling, John Drew Barrymore"
2,8017,Fancy Pants,N/A,80%,5,72%,2382,"Fancy Pants is a musicalized remake of the oft-filmed Harry Leon Wilson story Ruggles of Red Gap, tailored to the talents of ""Mr. Robert Hope (formerly Bob)"". The basic plotline of the original, that of an English butler entering the service of a rowdy nouveau-riche family from the American West, is retained. The major difference is that main character (Bob Hope) plays a third-rate American actor who only pretends to be a British gentlemans gentleman. Social-climbing American heiress Lucille Ball hires Hope to impress her high-society English acquaintances, then takes him back to her ranch in New Mexico. Though there are many close shaves, Hope manages to convince the wild and woolly westerners that hes a genuine British Lord--even pulling the wool over the eyes of visiting celebrity Teddy Roosevelt (John Alexander). Never as droll as the 1935 Leo McCarey-directed Ruggles of Red Gap, Fancy Pants nonetheless works quite well on its own broad, slapsticky level. If the ending seems abrupt, it may be because the original finale, in which a fleeing Bob Hope and Lucille Ball were to be rescued by surprise guest star Roy Rogers, was abandoned just before the scene was shot.",G,"Classics, Comedy, Musical & Performing Arts",George Marshall,Paramount Pictures,92 minutes,"Bob Hope, Lucille Ball, Bruce Cabot"
3,8020,Uncle Sam,N/A,56%,9,23%,2235,"In this blood-soaked horror outing, the corpse of a soldier who died during the Gulf War arises from the grave to terrorize those engaging in unpatriotic behavior.",R,Horror,William Lustig,Blue Underground,89 minutes,"Bo Hopkins, Timothy Bottoms, Isaac Hayes"
4,8022,La Belle Noiseuse,"A sensual and hypnotic masterpiece, La Belle Noiseuse luxuriates in its four-hour run time while holding audience attention.",100%,29,84%,3811,"In 1991, the master French director Jacques Rivette released one of his most acclaimed works- the four-hour La Belle noiseuse. It was a fascinating and unconventional examination of the creative process, about an artist named Edouard Frenhofer (Michel Piccoli) who reaches the age of 60, and finds new inspiration in a young model (Emmanuelle Beart), much to the quiet indignation of his wife Liz (Jane Birkin). Two years later, Rivette was asked to edit the original 240-minute drama down into a feature-length version that would be more palatable for mainstream audiences. The result was Divertimento (its full title La Belle noiseuse - Divertimento). Released to U.S. cinemas in September 1993, it received much less enthusiastic notices from critics, a fair number of whom (see the Roger Ebert and Vincent Canby assessments) implored viewers to stick with the original. Unsurprisingly, the recut version reduces many of the long, ethereally beautiful sequences that show Frenhofer hard at work on his canvas; instead, it places a much greater emphasis on the emotional toll that Frenhofers artistic obsessions and infidelities take on the women in his life. The movie also features a different framing sequence, and incorporates takes unused in the original cut. In the eyes of many, the alterations basically maimed the picture, and Divertimento - unlike its parent film - soon faded into total obscurity.",NR,"Art House & International, Drama",Jacques Rivette,Cohen Media Group,240 minutes,"Michel Piccoli, Jane Birkin, Emmanuelle Béart"
5,8030,Lovers and Other Strangers,N/A,100%,7,72%,779,"This engaging comedy focuses on the effect that Susan and Mikes marriage has on their family and friends. Susans father Hal has been having an affair for years, unknown to his wife. Mikes mother and father are delighted with the wedding plans, but their son Richie has a troubled marriage.",PG,"Comedy, Romance",Cy Howard,ABC,106 minutes,"Bea Arthur, Gig Young, Anne Jackson"
6,8031,Kotch,N/A,75%,8,68%,965,"Joseph P. ""Kotch"" Kotcher is an irksome 72-year-old who lives with his son and daughter-in-law. When he learns the familys former babysitter Erica is pregnant, Kotch loans her some money; and when she moves away to Palm Springs, he moves in with her, hoping to be of some use.",PG,"Classics, Comedy, Drama",Jack Lemmon,ABC,113 minutes,"Walter Matthau, Deborah Winters, Felicia Farr"
7,8038,This Gun for Hire,N/A,93%,14,81%,2400,"Though billed fourth in This Gun For Hire, Alan Ladd was catapulted to stardom in the role of Phillip Raven, a ruthless professional killer with a long-suppressed streak of decency. After successfully pulling off his latest murder, Raven reports to his boss, effeminate fifth columnist Willard Gates (Laird Cregar). He collects his $1000 fee, only to discover later that Gates has double-crossed him with marked bills. This was done at the behest of Gates boss, crooked business executive Alvin Bewster (Tully Marshall), who wants no loose ends left around to connect him with a plot to sell poison gas to the Axis. As Raven ducks and dodges the police, detective Michael Crane (Robert Preston) is hot on the trail of Bewster and Gates. Crane talks his girlfriend, nightclub singer-musician Ellen Graham (Veronica Lake), into taking a job at Gates nightclub. While on the train to the club, Ellen makes the acquaintance of the escaping Raven. Gates boards the train, spots Ellen innocently sitting next to Raven, and assumes that the two are in cahoots. Later, Gates kidnaps Ellen and spirits her away to his mansion, intending to do away with her the first chance he gets. Instead, Raven, still seeking revenge for being set up, bursts into the mansion in search of Gates. Having previously been impressed by Ellens kindness, he rescues her, though he intends using her as hostage should the police catch up with him. As they hide out together in the rail yards, Ellen and Raven get to know each other. Learning of Ravens miserable, abusive childhood, Ellen tries to chip away his murderous veneer, hoping to reform him. But when the cops arrive, Raven reverts to his instincts, shooting his way out of his hiding place. As Crane escorts Ellen out of harms way, Raven rushes towards a bloody showdown with Bewster and Gates. Based on Graham Greenes A Gun For Sale, This Gun For Hire was remade in 1958 as Short Cut to Hell, then again under the original title as a 1990 made-for-TV film.",R,"Classics, Drama, Mystery & Suspense",Frank Tuttle,Paramount Pictures,81 minutes,"Alan Ladd, Laird Cregar, Veronica Lake"
8,8040,The Big Clock,N/A,100%,8,83%,1406,"Told in the back-to-front fashion typical of film noir, The Big Clock opens with George Stroud (Ray Milland) trapped, his life in danger, his survival measured in the minute-by-minute movements of the huge central clock of the office building where hes hiding. In flashback we learn that Stroud works for media baron Earl Janoth (Charles Laughton) as the editor of Crimeways magazine. Janoth is a manipulative megalomaniac with various obsessions, including clocks; among other manifestations of the latter fixation, the skyscraper housing his empires headquarters has as its central feature a huge clock that reads out the time around the world down to the second. Twenty-four hours earlier, on the eve of a long-delayed combined honeymoon/vacation with his wife (Maureen OSullivan), Stroud was ordered by Janoth to cancel the trip, and he resigned. In his depression, Stroud missed his wifes train and crossed paths with Pauline York (Rita Johnson), Janoths very unhappy mistress, and the two commiserated by getting drunk together in a night on the town. While hurriedly leaving Paulines apartment, he glimpsed Janoth entering. George sobers up the next day and joins his wife on their vacation, but is soon contacted by Janoth -- he apologizes to Stroud and wants him to lead an investigation into a criminal on the run. It immediately becomes clear to George that the man Janoth wants found is Stroud himself, a fact of which Janoth is unaware, because he did not see the face of the man who saw him entering Yorks apartment. And Stroud has to return to work on the case, or risk exposure in a scandal that could end his marriage -- but when he returns to New York and starts running the investigation, he soon realizes that hes caught up in a murder, and that he may be next, if Janoth ever realizes the identity of the man hes trying to find. The two play a clever, disjointed game of cat-and-mouse, Janoth in partnership with his general manager Steve Hagen (George Macready) pushing the investigation, knowing they plan on bringing the suspect in dead, and Stroud doing his best to delay and sidetrack the investigation, playing for time, knowing that the man theyre looking for is standing right next to the two conspirators. Janoth seems near to be unraveling at the lack of conclusion to the hunt, but Stroud cant ignore the trail of proof and guilt winding ever tighter around both of them, even as it takes some grimly comic twists, mostly over the presence of Elsa Lanchester as a witness who has seen the ""suspect."" Milland is perfect in the role of the hapless Stroud, and Laughton is brilliant as the vain, self-centered Janoth, but George Macready is equally good as Hagen, his smooth, upper-crust Waspy smarminess making ones skin crawl. Also worth noting is Harry Morgans sinister, silent performance as Janoths personal valet; and sharp-eyed viewers will also recognize such performers as Douglas Spencer and Noel Neill (especially memorable as a tart-tongued elevator operator). Additionally, the Janoth Publications building where most of the action takes place is almost a cast member in itself, an art deco wonder. This film was later remade -- much less effectively -- as No Way Out.",PG-13,"Classics, Drama, Mystery & Suspense",John Farrow,Paramount Pictures,95 minutes,"Charles Laughton, Ray Milland, Maureen O'Sullivan"
9,8041,Criss Cross,N/A,100%,10,79%,1612,"Armored car guard Steve Thompson (Burt Lancaster) should know better than to make whoopee with his no-good ex-wife Anna (Yvonne De Carlo) -- especially since shes now married to gangster Slim Dundee (Dan Duryea). Caught by Slim in a compromising position with Anna, Steve alibis that hes merely planning an armored car heist. Slim doesnt completely buy this, but he decides to go through with the robbery, sending along several henchmen to make sure that Steve doesnt pull a double-cross. But he hasnt reckoned with Anna, who convinces the wounded Steve to steal the loot and skip town with her. No one ever wins in a set-up like this; the audience knows this, but follows along just the same. Based on a novel by Don Tracy, Criss Cross is a terse, doom-drenched film noir from a master of the game, director Robert Siodmak. And yes, that handsome hunk dancing with Yvonne De Carlo in the opening scene is an unbilled Tony Curtis.",NR,"Classics, Drama, Mystery & Suspense",Robert Siodmak,MCA Universal Home Video,98 minutes,"Burt Lancaster, Yvonne De Carlo, Dan Duryea"
